Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-12-03T20:55:00Z,"META",2019-12-06T20:55:00Z,Buy,197.281849971,199.395265152,362,765.06,3.62,-262.2,966.2,1055.99,1,"	306,307" 
2019-12-06T20:55:00Z,"AAPL",2019-12-09T20:55:00Z,Buy,65.18304219375,64.289859972,1108,-989.65,11.08,-1541.82,5.34,1547.16,0,"	308,309" 
2019-12-09T20:55:00Z,"GOOGL",2019-12-10T20:55:00Z,Buy,66.6610497936,66.4820293882,1068,-191.19,10.68,-473.48,203.38,533.86,0,"	310,311" 
2019-12-10T20:55:00Z,"AAPL",2019-12-11T20:55:00Z,Buy,64.5450548925,65.19748718925,1100,717.68,11,-84.74,781.23,489.93,1,"	312,313" 
2019-12-11T20:55:00Z,"TSLA",2019-12-13T20:55:00Z,Buy,23.5159976484,23.8673309466,3049,1071.22,30.49,-26.42,2506.28,2024.54,1,"	314,315" 
2019-12-13T20:55:00Z,"NVDA",2019-12-16T20:55:00Z,Buy,5.57410122795,5.6094402035,13043,460.93,130.43,-12.98,1278.91,840.7,1,"	316,317" 
2019-12-16T20:55:00Z,"TSLA",2020-01-14T20:55:00Z,Buy,25.3426641324,35.8453297488,448,4705.19,16.665,-123.05,4975.19,904.36,1,"	318,319" 
2019-12-16T20:55:00Z,"TSLA",2020-01-22T20:55:00Z,Buy,25.3426641324,38.0273295306,228,2892.1,1.14,-62.62,3241.86,757.26,1,"	318,330" 
2019-12-16T20:55:00Z,"TSLA",2020-01-31T20:55:00Z,Buy,25.3426641324,43.5106623156,304,5523.07,1.52,-83.5,5526.31,1084.47,1,"	318,345" 
2019-12-16T20:55:00Z,"TSLA",2020-02-04T20:55:00Z,Buy,25.3426641324,58.26666084,700,23046.8,3.5,-192.27,27398,4351.2,1,"	318,350" 
2019-12-16T20:55:00Z,"TSLA",2020-02-06T20:55:00Z,Buy,25.3426641324,49.999995,256,6312.28,1.28,-70.31,10019.84,4697.43,1,"	318,355" 
2019-12-16T20:55:00Z,"TSLA",2020-02-14T20:55:00Z,Buy,25.3426641324,53.2626613404,949,26496.08,4.745,-260.66,37143.86,17413.52,1,"	318,367" 
2020-01-14T20:55:00Z,"BIL",2020-01-15T20:55:00Z,Buy,77.301474628,77.293025456,206,-1.74,2.06,-1.74,0,1.74,0,"	320,321" 
2020-01-15T20:55:00Z,"BIL",2020-01-16T20:55:00Z,Buy,77.301474628,77.3099238,182,1.54,2,-1.54,2.31,1.54,1,"	322,323" 
2020-01-16T20:55:00Z,"BIL",2020-01-17T20:55:00Z,Buy,77.318372972,77.3099238,207,-1.75,2.07,-1.75,0,1.75,0,"	324,325" 
2020-01-17T20:55:00Z,"BIL",2020-01-21T20:55:00Z,Buy,77.318372972,77.3099238,210,-1.77,2.1,-1.77,0,1.77,0,"	326,327" 
2020-01-21T20:55:00Z,"BIL",2020-01-22T20:55:00Z,Buy,77.318372972,77.3099238,220,-1.86,2.2,-1.86,0,1.86,0,"	328,329" 
2020-01-22T20:55:00Z,"BIL",2020-01-23T20:55:00Z,Buy,77.318372972,77.326822144,318,2.69,3.18,-1.34,5.37,2.69,1,"	331,332" 
2020-01-23T20:55:00Z,"BIL",2020-01-24T20:55:00Z,Buy,77.335271316,77.326822144,329,-2.78,3.29,-2.78,0,2.78,0,"	333,334" 
2020-01-24T20:55:00Z,"BIL",2020-01-27T20:55:00Z,Buy,77.335271316,77.326822144,321,-2.71,3.21,-2.71,0,2.71,0,"	335,336" 
2020-01-27T20:55:00Z,"BIL",2020-01-28T20:55:00Z,Buy,77.335271316,77.335271316,339,0,3.39,-2.86,2.86,2.86,0,"	337,338" 
2020-01-28T20:55:00Z,"BIL",2020-01-29T20:55:00Z,Buy,77.343720488,77.335271316,359,-3.03,3.59,-3.03,0,3.03,0,"	339,340" 
2020-01-29T20:55:00Z,"BIL",2020-01-30T20:55:00Z,Buy,77.343720488,77.343720488,359,0,3.59,-1.52,3.03,3.03,0,"	341,342" 
2020-01-30T20:55:00Z,"BIL",2020-01-31T20:55:00Z,Buy,77.35216966,77.343720488,316,-2.67,3.16,-2.67,0,2.67,0,"	343,344" 
2020-01-31T20:55:00Z,"BIL",2020-02-03T20:55:00Z,Buy,77.35216966,77.350760208,488,-0.69,4.88,-4.12,3.44,4.13,0,"	346,347" 
2020-02-03T20:55:00Z,"BIL",2020-02-04T20:55:00Z,Buy,77.35921939,77.350760208,552,-4.67,5.52,-4.67,0,4.67,0,"	348,349" 
2020-02-04T20:55:00Z,"BIL",2020-02-05T20:55:00Z,Buy,77.35921939,77.35921939,1013,0,10.13,-8.57,4.28,8.57,0,"	351,352" 
2020-02-05T20:55:00Z,"BIL",2020-02-06T20:55:00Z,Buy,77.367678572,77.367678572,1001,0,10.01,-8.47,8.47,8.47,0,"	353,354" 
2020-02-06T20:55:00Z,"BIL",2020-02-07T20:55:00Z,Buy,77.376137754,77.367678572,1179,-9.97,11.79,-9.97,0,9.97,0,"	356,357" 
2020-02-07T20:55:00Z,"BIL",2020-02-10T20:55:00Z,Buy,77.376137754,77.367678572,1176,-9.95,11.76,-9.95,9.95,19.9,0,"	358,359" 
2020-02-10T20:55:00Z,"BIL",2020-02-11T20:55:00Z,Buy,77.376137754,77.367678572,1182,-10,11.82,-10,0,10,0,"	360,361" 
2020-02-11T20:55:00Z,"BIL",2020-02-12T20:55:00Z,Buy,77.376137754,77.376137754,1182,0,11.82,-5,10,10,0,"	362,363" 
2020-02-12T20:55:00Z,"BIL",2020-02-13T20:55:00Z,Buy,77.384596936,77.384596936,1163,0,11.63,-9.84,9.84,9.84,0,"	364,365" 
2020-02-13T20:55:00Z,"BIL",2020-02-14T20:55:00Z,Buy,77.393056118,77.393056118,1183,0,11.83,-10.01,10.01,20.01,0,"	366,368" 
2020-02-14T20:55:00Z,"NVDA",2020-02-19T20:55:00Z,Buy,7.2181101891,7.82783195035,19616,11960.3,196.16,-2004.99,12057.11,8137.4,1,"	369,370" 
2020-02-19T20:55:00Z,"BIL",2020-02-20T20:55:00Z,Buy,77.4015153,77.4015153,1272,0,12.72,0,10.76,10.76,0,"	372,373" 
2020-02-19T20:55:00Z,"TSLA",2020-02-27T20:55:00Z,Buy,61.1786605488,45.2553288078,897,-14283.23,8.97,-14830.4,0,14830.4,0,"	371,383" 
2020-02-20T20:55:00Z,"BIL",2020-02-21T20:55:00Z,Buy,77.409974482,77.409974482,1262,0,12.62,-10.68,10.68,10.68,0,"	374,375" 
2020-02-21T20:55:00Z,"BIL",2020-02-24T20:55:00Z,Buy,77.418433664,77.409974482,1270,-10.74,12.7,-10.74,0,10.74,0,"	376,377" 
2020-02-24T20:55:00Z,"BIL",2020-02-25T20:55:00Z,Buy,77.418433664,77.409974482,1239,-10.48,12.39,-10.48,0,10.48,0,"	378,379" 
2020-02-25T20:55:00Z,"BIL",2020-02-26T20:55:00Z,Buy,77.418433664,77.418433664,1246,0,12.46,-10.54,10.54,10.54,0,"	380,381" 
2020-02-26T20:55:00Z,"BIL",2020-02-27T20:55:00Z,Buy,77.426892846,77.426892846,1243,0,12.43,-5.26,15.77,15.77,0,"	382,384" 
2020-02-27T20:55:00Z,"UUP",2020-02-28T20:55:00Z,Buy,22.958516574,22.855060998,6057,-626.63,60.57,-731.07,261.1,992.16,0,"	385,386" 
2020-02-28T20:55:00Z,"BIL",2020-03-27T19:55:00Z,Buy,77.44381121,77.585492646,1786,253.04,17.86,-15.11,2990.52,2797.97,1,"	387,388" 
2020-03-27T19:55:00Z,"BIL",2020-03-30T19:55:00Z,Buy,77.593960829,77.585492646,688,-5.83,6.88,-5.83,0,5.83,0,"	390,391" 
2020-03-27T19:55:00Z,"AMZN",2020-03-30T19:55:00Z,Buy,95.056971947,97.987580572,896,2625.83,8.96,-246.27,2923.94,984.63,1,"	389,392" 
2020-03-30T19:55:00Z,"MSFT",2020-03-31T19:55:00Z,Buy,152.222548675,149.971269796,337,-758.68,3.37,-1027.58,1386.11,2413.69,0,"	393,395" 
2020-03-30T19:55:00Z,"BIL",2020-03-31T19:55:00Z,Buy,77.593960829,77.585492646,1158,-9.81,11.58,-19.61,0,19.61,0,"	394,396" 
2020-03-31T19:55:00Z,"NVDA",2020-04-01T19:55:00Z,Buy,6.593914552,6.0525561594,6439,-3485.81,64.39,-3734.33,0,3734.33,0,"	397,399" 
2020-03-31T19:55:00Z,"BIL",2020-04-01T19:55:00Z,Buy,77.593960829,77.578934496,1262,-18.96,12.62,-18.96,2.42,21.39,0,"	398,400" 
2020-04-01T19:55:00Z,"TSLA",2020-04-02T19:55:00Z,Buy,32.1326634534,30.259996974,1181,-2211.62,11.81,-2735.2,821.98,3557.17,0,"	401,403" 
2020-04-01T19:55:00Z,"BIL",2020-04-02T19:55:00Z,Buy,77.587407512,77.587407512,1274,0,12.74,-10.79,10.79,21.59,0,"	402,404" 
2020-04-02T19:55:00Z,"BIL",2020-04-03T19:55:00Z,Buy,77.595880528,77.578934496,1209,-20.49,12.09,-20.49,0,20.49,0,"	406,407" 
2020-04-02T19:55:00Z,"NVDA",2020-04-06T19:55:00Z,Buy,6.3556072927,6.700990959,6416,2215.98,64.16,-2663.33,2215.98,2717.65,1,"	405,409" 
2020-04-03T19:55:00Z,"BIL",2020-04-06T19:55:00Z,Buy,77.587407512,77.578934496,1196,-10.13,11.96,-20.27,0,20.27,0,"	408,410" 
2020-04-06T19:55:00Z,"BIL",2020-04-07T19:55:00Z,Buy,77.587407512,77.57046148,1112,-18.84,11.12,-18.84,0,18.84,0,"	412,413" 
2020-04-06T19:55:00Z,"MSFT",2020-04-13T19:55:00Z,Buy,157.646515932,156.953084041,319,-221.2,3.19,-1078.75,1027.24,2105.99,0,"	411,419" 
2020-04-07T19:55:00Z,"BIL",2020-04-08T19:55:00Z,Buy,77.578934496,77.57046148,1108,-9.39,11.08,-18.78,0,18.78,0,"	414,415" 
2020-04-08T19:55:00Z,"BIL",2020-04-09T19:55:00Z,Buy,77.578934496,77.561988464,1096,-18.57,10.96,-18.57,0,18.57,0,"	416,417" 
2020-04-09T19:55:00Z,"BIL",2020-04-13T19:55:00Z,Buy,77.57046148,77.561988464,1085,-9.19,10.85,-18.39,8.27,18.39,0,"	418,420" 
2020-04-13T19:55:00Z,"BIL",2020-04-14T19:55:00Z,Buy,77.57046148,77.57046148,1253,0,12.53,-15.93,10.62,26.54,0,"	422,423" 
2020-04-13T19:55:00Z,"TSLA",2020-04-21T19:55:00Z,Buy,43.309995669,45.8373287496,904,2284.71,10.65,-34.95,7353.14,5552.37,1,"	421,435" 
2020-04-14T19:55:00Z,"BIL",2020-04-15T19:55:00Z,Buy,77.578934496,77.561988464,1307,-22.15,13.07,-22.15,0,22.15,0,"	424,425" 
2020-04-15T19:55:00Z,"BIL",2020-04-16T19:55:00Z,Buy,77.57046148,77.57046148,1252,0,12.52,-10.61,10.61,10.61,0,"	426,427" 
2020-04-16T19:55:00Z,"BIL",2020-04-17T19:55:00Z,Buy,77.578934496,77.57046148,1255,-10.63,12.55,-21.27,0,21.27,0,"	428,429" 
2020-04-17T19:55:00Z,"BIL",2020-04-20T19:55:00Z,Buy,77.578934496,77.57046148,1147,-9.72,11.47,-9.72,0,9.72,0,"	431,432" 
2020-04-17T19:55:00Z,"TSLA",2020-04-21T19:55:00Z,Buy,50.2593283074,45.8373287496,161,-711.94,1,-1125.07,190.73,915.71,0,"	430,435" 
2020-04-20T19:55:00Z,"TSLA",2020-04-21T19:55:00Z,Buy,50.0613283272,45.8373287496,161,-680.06,1,-1093.19,222.61,767.06,0,"	433,435" 
2020-04-20T19:55:00Z,"BIL",2020-04-21T19:55:00Z,Buy,77.578934496,77.57046148,1043,-8.84,10.43,-8.84,8.84,17.67,0,"	434,436" 
2020-04-21T19:55:00Z,"GOOGL",2020-04-22T19:55:00Z,Buy,60.0720078918,62.6640845096,1662,4308.03,16.62,-55.22,5644.86,1336.83,1,"	437,439" 
2020-04-21T19:55:00Z,"BIL",2020-04-22T19:55:00Z,Buy,77.578934496,77.57046148,480,-4.07,4.8,-4.07,0,4.07,0,"	438,440" 
2020-04-22T19:55:00Z,"BIL",2020-04-23T19:55:00Z,Buy,77.578934496,77.57046148,1098,-9.3,10.98,-9.3,0,9.3,0,"	442,443" 
2020-04-22T19:55:00Z,"TSLA",2020-04-30T19:55:00Z,Buy,48.7113284622,51.9073281426,1154,3688.18,12.45,-2314.92,10426.77,7861.05,1,"	441,454" 
2020-04-23T19:55:00Z,"BIL",2020-04-24T19:55:00Z,Buy,77.578934496,77.57046148,987,-8.36,9.87,-8.36,0,8.36,0,"	445,446" 
2020-04-23T19:55:00Z,"TSLA",2020-04-30T19:55:00Z,Buy,46.973328636,51.9073281426,182,897.99,1,-48.78,1960.75,1239.78,1,"	444,454" 
2020-04-24T19:55:00Z,"BIL",2020-04-27T19:55:00Z,Buy,77.578934496,77.57046148,1003,-8.5,10.03,-8.5,0,8.5,0,"	447,448" 
2020-04-27T19:55:00Z,"BIL",2020-04-28T19:55:00Z,Buy,77.578934496,77.57046148,1040,-8.81,10.4,-8.81,0,8.81,0,"	449,450" 
2020-04-28T19:55:00Z,"BIL",2020-04-29T19:55:00Z,Buy,77.578934496,77.57046148,1047,-8.87,10.47,-13.31,0,13.31,0,"	451,452" 
2020-04-29T19:55:00Z,"BIL",2020-04-30T19:55:00Z,Buy,77.578934496,77.561988464,1078,-18.27,10.78,-18.27,0,18.27,0,"	453,455" 
2020-04-30T19:55:00Z,"BIL",2020-05-01T19:55:00Z,Buy,77.57046148,77.565661479,408,-1.96,4.08,-3.46,4.96,6.92,0,"	457,458" 
2020-04-30T19:55:00Z,"META",2020-05-04T19:55:00Z,Buy,203.383964226,203.016845157,561,-205.95,5.61,-3275.78,1235.72,4511.5,0,"	456,460" 
2020-05-01T19:55:00Z,"BIL",2020-05-04T19:55:00Z,Buy,77.574135822,77.565661479,367,-3.11,3.67,-3.11,3.11,6.22,0,"	459,461" 
2020-05-04T19:55:00Z,"BIL",2020-05-05T19:55:00Z,Buy,77.574135822,77.574135822,1068,0,10.68,-9.05,9.05,18.1,0,"	463,464" 
2020-05-04T19:55:00Z,"TSLA",2020-05-08T19:55:00Z,Buy,50.6666616,54.506661216,1238,4753.92,12.38,-23.11,5240.04,2933.23,1,"	462,470" 
2020-05-05T19:55:00Z,"BIL",2020-05-06T19:55:00Z,Buy,77.582610165,77.565661479,1089,-18.46,10.89,-18.46,0,18.46,0,"	465,466" 
2020-05-06T19:55:00Z,"BIL",2020-05-07T19:55:00Z,Buy,77.574135822,77.565661479,1083,-9.18,10.83,-9.18,7.98,17.16,0,"	467,468" 
2020-05-07T19:55:00Z,"BIL",2020-05-08T19:55:00Z,Buy,77.574135822,77.565661479,1073,-9.09,10.73,-9.09,4.55,13.64,0,"	469,471" 
2020-05-08T19:55:00Z,"AAPL",2020-05-11T19:55:00Z,Buy,75.0726041375,76.3599087435,2001,2575.9,20.01,-1225,3263.45,1225,1,"	472,473" 
2020-05-11T19:55:00Z,"BIL",2020-05-12T19:55:00Z,Buy,77.574135822,77.565661479,322,-2.73,3.22,-2.73,0,2.73,0,"	475,476" 
2020-05-11T19:55:00Z,"NVDA",2020-05-14T19:55:00Z,Buy,8.0409401359,7.9816745897,15886,-941.49,158.86,-7199.65,1277.74,8477.39,0,"	474,480" 
2020-05-12T19:55:00Z,"BIL",2020-05-13T19:55:00Z,Buy,77.574135822,77.565661479,325,-2.75,3.25,-2.75,0,2.75,0,"	477,478" 
2020-05-13T19:55:00Z,"BIL",2020-05-14T19:55:00Z,Buy,77.574135822,77.574135822,304,0,3.04,-2.58,1.29,2.58,0,"	479,481" 
2020-05-14T19:55:00Z,"TSLA",2020-05-15T19:55:00Z,Buy,53.5039946496,53.3846613282,1453,-173.39,14.53,-1464.62,159.83,1539.21,0,"	482,484" 
2020-05-14T19:55:00Z,"BIL",2020-05-15T19:55:00Z,Buy,77.582610165,77.565661479,953,-16.15,9.53,-16.15,0,16.15,0,"	483,485" 
2020-05-15T19:55:00Z,"BIL",2020-05-18T19:55:00Z,Buy,77.574135822,77.565661479,242,-2.05,2.42,-2.05,0,2.05,0,"	487,488" 
2020-05-15T19:55:00Z,"NVDA",2020-05-18T19:55:00Z,Buy,8.4094821879,8.7414190496,1100,365.13,84.345,0,510.03,234.75,1,"	486,489" 
2020-05-15T19:55:00Z,"NVDA",2020-05-21T19:55:00Z,Buy,8.4094821879,8.7095451424,14669,4401.62,87.075,0,9343.86,4942.24,1,"	486,495" 
2020-05-18T19:55:00Z,"BIL",2020-05-19T19:55:00Z,Buy,77.574135822,77.565661479,366,-3.1,3.66,-3.1,0,3.1,0,"	490,491" 
2020-05-19T19:55:00Z,"BIL",2020-05-20T19:55:00Z,Buy,77.574135822,77.565661479,355,-3.01,3.55,-3.01,0,3.01,0,"	492,493" 
2020-05-20T19:55:00Z,"NVDA",2020-05-21T19:55:00Z,Buy,8.9329115077,8.7095451424,2746,-613.36,13.73,-1437.34,311.81,756.28,0,"	494,495" 
2020-05-21T19:55:00Z,"META",2020-05-22T19:55:00Z,Buy,229.707393687,233.190063774,676,2354.28,6.76,-1743.91,2998.19,1945.14,1,"	496,497" 
2020-05-22T19:55:00Z,"NVDA",2020-06-01T19:55:00Z,Buy,8.9871967559,8.7705537929,17552,-3802.52,175.52,-17758.19,1988.67,19746.87,0,"	498,499" 
2020-06-01T19:55:00Z,"BIL",2020-06-02T19:55:00Z,Buy,77.574135822,77.565661479,539,-4.57,5.39,-4.57,0,4.57,0,"	501,502" 
2020-06-01T19:55:00Z,"TSLA",2020-06-09T19:55:00Z,Buy,59.6919940308,62.6453270688,169,499.11,10.375,-407.06,657.07,540.24,1,"	500,507" 
2020-06-01T19:55:00Z,"TSLA",2020-06-11T19:55:00Z,Buy,59.6919940308,65.03332683,397,2120.51,1.985,-956.24,3483.54,1378.91,1,"	500,508" 
2020-06-01T19:55:00Z,"TSLA",2020-06-15T19:55:00Z,Buy,59.6919940308,66.16666005,215,1392.05,1.075,-517.86,1886.55,1674.42,1,"	500,513" 
2020-06-01T19:55:00Z,"TSLA",2020-06-23T19:55:00Z,Buy,59.6919940308,66.7673266566,1094,7740.41,9.02,-2635.08,9599.48,8520.07,1,"	500,525" 
2020-06-02T19:55:00Z,"BIL",2020-06-03T19:55:00Z,Buy,77.574135822,77.565661479,218,-1.85,2.18,-2.03,0,2.03,0,"	504,505" 
2020-06-02T19:55:00Z,"TSLA",2020-06-23T19:55:00Z,Buy,58.9926607674,66.7673266566,422,3280.91,2.11,-721.34,3998.03,3286.54,1,"	503,525" 
2020-06-03T19:55:00Z,"TSLA",2020-06-23T19:55:00Z,Buy,58.9086607758,66.7673266566,288,2263.3,1.44,-468.1,2752.7,2242.94,1,"	506,525" 
2020-06-11T19:55:00Z,"BIL",2020-06-12T19:55:00Z,Buy,77.565661479,77.565661479,469,0,4.69,-3.97,3.97,5.56,0,"	509,510" 
2020-06-12T19:55:00Z,"BIL",2020-06-15T19:55:00Z,Buy,77.574135822,77.565661479,552,-4.68,5.52,-4.68,0,4.68,0,"	511,512" 
2020-06-15T19:55:00Z,"BIL",2020-06-16T19:55:00Z,Buy,77.574135822,77.565661479,651,-5.52,6.51,-11.03,0,11.03,0,"	514,515" 
2020-06-16T19:55:00Z,"BIL",2020-06-17T19:55:00Z,Buy,77.574135822,77.565661479,708,-6,7.08,-6,0,6,0,"	516,517" 
2020-06-17T19:55:00Z,"BIL",2020-06-18T19:55:00Z,Buy,77.574135822,77.565661479,722,-6.12,7.22,-6.12,0,6.12,0,"	518,519" 
2020-06-18T19:55:00Z,"BIL",2020-06-19T19:55:00Z,Buy,77.574135822,77.565661479,719,-6.09,7.19,-6.09,0,6.09,0,"	520,521" 
2020-06-19T19:55:00Z,"BIL",2020-06-22T19:55:00Z,Buy,77.574135822,77.565661479,718,-6.08,7.18,-6.08,0,6.08,0,"	522,523" 
2020-06-22T19:55:00Z,"BIL",2020-06-23T19:55:00Z,Buy,77.574135822,77.565661479,720,-6.1,7.2,-6.1,0,6.1,0,"	524,526" 
2020-06-23T19:55:00Z,"AAPL",2020-06-26T19:55:00Z,Buy,89.012757963,85.4726702965,1920,-6796.97,19.2,-6796.97,264.82,7061.79,0,"	527,528" 
2020-06-26T19:55:00Z,"AMZN",2020-06-29T19:55:00Z,Buy,134.276745995,133.486604027,1222,-965.55,12.22,-3755.54,283.45,3945.72,0,"	529,530" 
2020-06-29T19:55:00Z,"NVDA",2020-06-30T19:55:00Z,Buy,9.141272967825,9.459160965725,17843,5672.08,178.43,0,6212.17,2442.64,1,"	531,532" 
2020-06-30T19:55:00Z,"BIL",2020-07-01T19:55:00Z,Buy,77.574135822,77.565661479,702,-5.95,7.02,-5.95,0,5.95,0,"	534,535" 
2020-06-30T19:55:00Z,"TSLA",2020-07-02T19:55:00Z,Buy,71.9913261342,80.4813252852,144,1222.56,8.925,-14.59,1390.85,363.65,1,"	533,538" 
2020-06-30T19:55:00Z,"TSLA",2020-07-06T19:55:00Z,Buy,71.9913261342,91.5179908482,121,2362.73,1,-12.26,2362.81,305.57,1,"	533,541" 
2020-06-30T19:55:00Z,"TSLA",2020-07-07T19:55:00Z,Buy,71.9913261342,92.539990746,203,4171.38,1.015,-20.57,4730.85,1230.32,1,"	533,544" 
2020-06-30T19:55:00Z,"TSLA",2020-07-22T19:55:00Z,Buy,71.9913261342,106.359989364,109,3746.18,1,-11.05,5166.6,2525.89,1,"	533,567" 
2020-06-30T19:55:00Z,"TSLA",2020-07-24T19:55:00Z,Buy,71.9913261342,94.8006571866,1008,22991.81,5.04,-102.14,47779.2,28082.21,1,"	533,571" 
2020-07-01T19:55:00Z,"BIL",2020-07-02T19:55:00Z,Buy,77.574135822,77.565661479,796,-6.75,7.96,-6.75,0,6.75,0,"	536,537" 
2020-07-02T19:55:00Z,"BIL",2020-07-06T19:55:00Z,Buy,77.574135822,77.565661479,850,-7.2,8.5,-7.2,0,7.2,0,"	539,540" 
2020-07-06T19:55:00Z,"BIL",2020-07-07T19:55:00Z,Buy,77.574135822,77.565661479,993,-8.42,9.93,-8.42,0,8.42,0,"	542,543" 
2020-07-07T19:55:00Z,"BIL",2020-07-08T19:55:00Z,Buy,77.574135822,77.565661479,1234,-10.46,12.34,-10.46,0,10.46,0,"	545,546" 
2020-07-08T19:55:00Z,"BIL",2020-07-09T19:55:00Z,Buy,77.574135822,77.565661479,1189,-10.08,11.89,-10.08,0,10.08,0,"	547,548" 
2020-07-09T19:55:00Z,"BIL",2020-07-10T19:55:00Z,Buy,77.574135822,77.565661479,1208,-10.24,12.08,-10.24,0,10.24,0,"	549,550" 
2020-07-10T19:55:00Z,"BIL",2020-07-13T19:55:00Z,Buy,77.574135822,77.565661479,1181,-10.01,11.81,-10.01,0,10.01,0,"	551,552" 
2020-07-13T19:55:00Z,"BIL",2020-07-14T19:55:00Z,Buy,77.574135822,77.565661479,1214,-10.29,12.14,-10.29,0,10.29,0,"	553,554" 
2020-07-14T19:55:00Z,"BIL",2020-07-15T19:55:00Z,Buy,77.574135822,77.565661479,1204,-10.2,12.04,-40.81,0,40.81,0,"	555,556" 
2020-07-15T19:55:00Z,"BIL",2020-07-16T19:55:00Z,Buy,77.574135822,77.565661479,1193,-10.11,11.93,-10.11,0,10.11,0,"	557,558" 
2020-07-16T19:55:00Z,"BIL",2020-07-17T19:55:00Z,Buy,77.574135822,77.565661479,1157,-9.8,11.57,-9.8,0,9.8,0,"	559,560" 
2020-07-17T19:55:00Z,"BIL",2020-07-20T19:55:00Z,Buy,77.574135822,77.565661479,1203,-10.19,12.03,-10.19,0,10.19,0,"	561,562" 
2020-07-20T19:55:00Z,"BIL",2020-07-21T19:55:00Z,Buy,77.574135822,77.565661479,1272,-10.78,12.72,-10.78,0,10.78,0,"	563,564" 
2020-07-21T19:55:00Z,"BIL",2020-07-22T19:55:00Z,Buy,77.574135822,77.565661479,1311,-11.11,13.11,-11.11,0,11.11,0,"	565,566" 
2020-07-22T19:55:00Z,"BIL",2020-07-23T19:55:00Z,Buy,77.574135822,77.565661479,1380,-11.69,13.8,-11.69,0,11.69,0,"	568,569" 
2020-07-23T19:55:00Z,"BIL",2020-07-24T19:55:00Z,Buy,77.574135822,77.565661479,1340,-11.36,13.4,-11.36,0,11.36,0,"	570,572" 
2020-07-24T19:55:00Z,"NVDA",2020-07-27T19:55:00Z,Buy,10.1554751931,10.366985310825,19951,4219.84,199.51,-253.49,4980.3,3822.21,1,"	573,574" 
2020-07-27T19:55:00Z,"BIL",2020-07-28T19:55:00Z,Buy,77.574135822,77.565661479,1428,-12.1,14.28,-12.1,0,12.1,0,"	576,577" 
2020-07-27T19:55:00Z,"TSLA",2020-07-31T19:55:00Z,Buy,102.5246564142,95.3806571286,935,-6679.64,9.35,-7236.28,1491.01,8727.29,0,"	575,583" 
2020-07-28T19:55:00Z,"BIL",2020-07-29T19:55:00Z,Buy,77.574135822,77.565661479,1421,-12.04,14.21,-12.04,0,12.04,0,"	578,579" 
2020-07-29T19:55:00Z,"BIL",2020-07-30T19:55:00Z,Buy,77.574135822,77.565661479,1461,-12.38,14.61,-12.38,0,12.38,0,"	580,581" 
2020-07-30T19:55:00Z,"BIL",2020-07-31T19:55:00Z,Buy,77.574135822,77.565661479,1431,-12.13,14.31,-12.13,0,12.13,0,"	582,584" 
2020-07-31T19:55:00Z,"AAPL",2020-08-03T19:55:00Z,Buy,102.7593321485,105.462187872,184,497.33,10.725,0,969.72,516.03,1,"	585,586" 
2020-07-31T19:55:00Z,"AAPL",2020-08-07T19:55:00Z,Buy,102.7593321485,107.8607077075,1761,8983.52,8.805,0,13959.6,6418.95,1,"	585,587" 
2020-08-07T19:55:00Z,"META",2020-08-10T19:55:00Z,Buy,266.458989135,261.011735922,767,-4178.04,7.67,-6308.92,4025.84,10334.76,0,"	588,589" 
2020-08-10T19:55:00Z,"BIL",2020-08-11T19:55:00Z,Buy,77.574135822,77.565661479,339,-2.87,3.39,-2.87,0,2.87,0,"	591,592" 
2020-08-10T19:55:00Z,"AAPL",2020-08-13T19:55:00Z,Buy,109.3054763735,111.6374687505,1636,3815.14,16.36,-5667.19,5179.39,5667.19,1,"	590,596" 
2020-08-11T19:55:00Z,"BIL",2020-08-12T19:55:00Z,Buy,77.574135822,77.565661479,321,-2.72,3.21,-2.72,0,2.72,0,"	593,594" 
2020-08-12T19:55:00Z,"BIL",2020-08-13T19:55:00Z,Buy,77.574135822,77.565661479,418,-3.54,4.18,-3.54,0,3.54,0,"	595,597" 
2020-08-13T19:55:00Z,"BIL",2020-08-14T19:55:00Z,Buy,77.574135822,77.565661479,1340,-11.36,13.4,-45.42,0,45.42,0,"	599,600" 
2020-08-13T19:55:00Z,"TSLA",2020-08-18T19:55:00Z,Buy,108.3326558334,125.4179874582,101,1725.62,5.845,-30.87,2004.51,500.66,1,"	598,605" 
2020-08-13T19:55:00Z,"TSLA",2020-09-01T19:55:00Z,Buy,108.3326558334,158.436650823,125,6263,1,-38.21,7378.42,1429.08,1,"	598,627" 
2020-08-13T19:55:00Z,"TSLA",2020-09-02T19:55:00Z,Buy,108.3326558334,149.273318406,743,30418.91,4.205,-227.11,43857.3,23340.1,1,"	598,629" 
2020-08-14T19:55:00Z,"BIL",2020-08-17T19:55:00Z,Buy,77.574135822,77.565661479,1357,-11.5,13.57,-11.5,0,11.5,0,"	601,602" 
2020-08-17T19:55:00Z,"BIL",2020-08-18T19:55:00Z,Buy,77.574135822,77.565661479,1436,-12.17,14.36,-12.17,0,12.17,0,"	603,604" 
2020-08-18T19:55:00Z,"BIL",2020-08-19T19:55:00Z,Buy,77.574135822,77.565661479,1500,-12.71,15,-12.71,0,12.71,0,"	606,607" 
